species name,species,OCO list,mean OCO,OCI list,mean OCI,pvalue OCI to control,ratio OCI to control,OLN list,mean OLN,pvalue OLN to control,ratio OLN to control,OLX list,mean OLX,pvalue OLX to control,ratio OLX to control,Description
Actinomyces sp.,Actinomyces sp. HPA0247 [EUPATH_0009357_Bacteria_3c304e27ac550045],"3      0.0
4      0.0
5      0.0
6      0.0
7      0.0
      ... 
223    0.0
224    0.0
225    0.0
226    0.0
227    0.0
Name: Actinomyces sp. HPA0247 [EUPATH_0009357_Bacteria_3c304e27ac550045], Length: 225, dtype: float64",0.0,"0    0.0
1    0.0
2    0.0
Name: Actinomyces sp. HPA0247 [EUPATH_0009357_Bacteria_3c304e27ac550045], dtype: float64",0.0,0.9933920704845814,1.0,"228    0.0
229    0.0
230    0.0
231    0.0
232    0.0
      ... 
496    0.0
497    0.0
498    0.0
499    0.0
500    0.0
Name: Actinomyces sp. HPA0247 [EUPATH_0009357_Bacteria_3c304e27ac550045], Length: 273, dtype: float64",0.0,0.9322472698832236,1.0,"501     0.0
502     0.0
503     0.0
504     0.0
505     0.0
       ... 
1305    0.0
1306    0.0
1307    0.0
1308    0.0
1309    0.0
Name: Actinomyces sp. HPA0247 [EUPATH_0009357_Bacteria_3c304e27ac550045], Length: 809, dtype: float64",0.0001,0.8998514550824496,1.0001
Actinomyces sp.,Actinomyces sp. ICM47 [EUPATH_0009357_Bacteria_e280ee50e6ae24ab],"3      0.0
4      0.0
5      0.0
6      0.0
7      0.0
      ... 
223    0.0
224    0.0
225    0.0
226    0.0
227    0.0
Name: Actinomyces sp. ICM47 [EUPATH_0009357_Bacteria_e280ee50e6ae24ab], Length: 225, dtype: float64",0.0,"0    0.0
1    0.0
2    0.0
Name: Actinomyces sp. ICM47 [EUPATH_0009357_Bacteria_e280ee50e6ae24ab], dtype: float64",0.0,0.9735713596884495,1.0,"228    0.0
229    0.0
230    0.0
231    0.0
232    0.0
      ... 
496    0.0
497    0.0
498    0.0
499    0.0
500    0.0
Name: Actinomyces sp. ICM47 [EUPATH_0009357_Bacteria_e280ee50e6ae24ab], Length: 273, dtype: float64",0.0,0.8684240295657318,1.0,"501     0.0000
502     0.0022
503     0.0023
504     0.0000
505     0.0000
         ...  
1305    0.0000
1306    0.0000
1307    0.0000
1308    0.0000
1309    0.0000
Name: Actinomyces sp. ICM47 [EUPATH_0009357_Bacteria_e280ee50e6ae24ab], Length: 809, dtype: float64",0.0005,0.40305047479633793,1.0005
Actinomyces sp.,Actinomyces sp. S6-Spd3 [EUPATH_0009357_Bacteria_7a686560e135af70],"3      0.0
4      0.0
5      0.0
6      0.0
7      0.0
      ... 
223    0.0
224    0.0
225    0.0
226    0.0
227    0.0
Name: Actinomyces sp. S6-Spd3 [EUPATH_0009357_Bacteria_7a686560e135af70], Length: 225, dtype: float64",0.0,"0    0.0
1    0.0
2    0.0
Name: Actinomyces sp. S6-Spd3 [EUPATH_0009357_Bacteria_7a686560e135af70], dtype: float64",0.0,1.0,1.0,"228    0.0
229    0.0
230    0.0
231    0.0
232    0.0
      ... 
496    0.0
497    0.0
498    0.0
499    0.0
500    0.0
Name: Actinomyces sp. S6-Spd3 [EUPATH_0009357_Bacteria_7a686560e135af70], Length: 273, dtype: float64",0.0,0.944182056738007,1.0,"501     0.0
502     0.0
503     0.0
504     0.0
505     0.0
       ... 
1305    0.0
1306    0.0
1307    0.0
1308    0.0
1309    0.0
Name: Actinomyces sp. S6-Spd3 [EUPATH_0009357_Bacteria_7a686560e135af70], Length: 809, dtype: float64",0.0001,0.7985440745683305,1.0001
Actinomyces sp.,Actinomyces sp. oral taxon 181 [EUPATH_0009357_Bacteria_75b458c4ab1015f4],"3      0.0
4      0.0
5      0.0
6      0.0
7      0.0
      ... 
223    0.0
224    0.0
225    0.0
226    0.0
227    0.0
Name: Actinomyces sp. oral taxon 181 [EUPATH_0009357_Bacteria_75b458c4ab1015f4], Length: 225, dtype: float64",0.0,"0    0.0
1    0.0
2    0.0
Name: Actinomyces sp. oral taxon 181 [EUPATH_0009357_Bacteria_75b458c4ab1015f4], dtype: float64",0.0,1.0,1.0,"228    0.0
229    0.0
230    0.0
231    0.0
232    0.0
      ... 
496    0.0
497    0.0
498    0.0
499    0.0
500    0.0
Name: Actinomyces sp. oral taxon 181 [EUPATH_0009357_Bacteria_75b458c4ab1015f4], Length: 273, dtype: float64",0.0001,0.6734922808908304,1.0001,"501     0.0
502     0.0
503     0.0
504     0.0
505     0.0
       ... 
1305    0.0
1306    0.0
1307    0.0
1308    0.0
1309    0.0
Name: Actinomyces sp. oral taxon 181 [EUPATH_0009357_Bacteria_75b458c4ab1015f4], Length: 809, dtype: float64",0.0002,0.5140718021361477,1.0002
Aeromonas veronii,Aeromonas veronii [EUPATH_0009357_Bacteria_52560a00ce44b932],"3      0.0
4      0.0
5      0.0
6      0.0
7      0.0
      ... 
223    0.0
224    0.0
225    0.0
226    0.0
227    0.0
Name: Aeromonas veronii [EUPATH_0009357_Bacteria_52560a00ce44b932], Length: 225, dtype: float64",0.0,"0    0.0
1    0.0
2    0.0
Name: Aeromonas veronii [EUPATH_0009357_Bacteria_52560a00ce44b932], dtype: float64",0.0,1.0,1.0,"228    0.0
229    0.0
230    0.0
231    0.0
232    0.0
      ... 
496    0.0
497    0.0
498    0.0
499    0.0
500    0.0
Name: Aeromonas veronii [EUPATH_0009357_Bacteria_52560a00ce44b932], Length: 273, dtype: float64",0.0,1.0,1.0,"501     0.0
502     0.0
503     0.0
504     0.0
505     0.0
       ... 
1305    0.0
1306    0.0
1307    0.0
1308    0.0
1309    0.0
Name: Aeromonas veronii [EUPATH_0009357_Bacteria_52560a00ce44b932], Length: 809, dtype: float64",0.0001,0.9322677216029481,1.0001
Alistipes,Alistipes finegoldii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii],"3      1.3356
4      0.0000
5      0.2286
6      0.0883
7      1.3401
        ...  
223    0.0391
224    0.1381
225    0.3953
226    0.0000
227    0.0060
Name: Alistipes finegoldii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii], Length: 225, dtype: float64",0.8884,"0    0.0405
1    4.7260
2    0.1825
Name: Alistipes finegoldii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii], dtype: float64",1.6497,0.7140985577662919,1.4031,"228    0.2997
229    0.2471
230    0.0000
231    0.2091
232    0.0000
        ...  
496    0.1132
497    0.1096
498    0.0538
499    0.2724
500    0.0103
Name: Alistipes finegoldii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii], Length: 273, dtype: float64",0.944,0.033409430233027705,1.0294,"501     0.0360
502     0.9217
503     0.0000
504     0.1083
505     0.0806
         ...  
1305    0.0094
1306    0.6958
1307    0.0000
1308    0.0375
1309    4.9416
Name: Alistipes finegoldii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii], Length: 809, dtype: float64",0.6449,0.00048733422389350673,0.8711
Alistipes,Alistipes indistinctus [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus],"3      6.8764
4      0.0000
5      0.0375
6      0.0000
7      0.0299
        ...  
223    0.0000
224    0.0797
225    0.0000
226    0.0000
227    0.0000
Name: Alistipes indistinctus [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus], Length: 225, dtype: float64",0.1473,"0    0.0000
1    0.0000
2    0.0898
Name: Alistipes indistinctus [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus], dtype: float64",0.0299,0.46262688024884646,0.8977,"228    0.0000
229    0.0169
230    0.0000
231    0.0000
232    0.6420
        ...  
496    0.0298
497    0.0000
498    0.0000
499    0.0157
500    0.0000
Name: Alistipes indistinctus [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus], Length: 273, dtype: float64",0.1287,0.12753494826139491,0.9838,"501     0.1010
502     0.0043
503     0.0020
504     0.0000
505     3.5524
         ...  
1305    0.1697
1306    0.0589
1307    0.0000
1308    0.0000
1309    0.2434
Name: Alistipes indistinctus [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus], Length: 809, dtype: float64",0.0829,8.124464290019872e-09,0.9439
Alistipes,Alistipes inops [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_inops],"3      0.0000
4      0.0000
5      0.0039
6      0.0000
7      0.0000
        ...  
223    0.0000
224    0.0000
225    0.0000
226    3.9988
227    0.8488
Name: Alistipes inops [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_inops], Length: 225, dtype: float64",1.0402,"0    0.0000
1    0.0000
2    0.5598
Name: Alistipes inops [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_inops], dtype: float64",0.1866,0.6582558595232769,0.5816,"228    0.0000
229    0.0000
230    0.0000
231    0.0000
232    0.0000
        ...  
496    1.1362
497    0.0000
498    0.0000
499    0.0372
500    0.0000
Name: Alistipes inops [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_inops], Length: 273, dtype: float64",0.4028,0.004501231815023613,0.6876,"501     0.0000
502     0.1393
503     0.0000
504     3.0855
505     0.0886
         ...  
1305    3.7164
1306    0.0000
1307    0.0000
1308    0.0000
1309    0.0000
Name: Alistipes inops [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_inops], Length: 809, dtype: float64",0.3555,3.724869273119641e-08,0.6644
Alistipes,Alistipes onderdonkii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii],"3      0.0000
4      0.0000
5      0.0000
6      0.0000
7      0.0000
        ...  
223    0.0000
224    0.1685
225    0.0000
226    0.0000
227    0.0000
Name: Alistipes onderdonkii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii], Length: 225, dtype: float64",0.1088,"0    0.0
1    0.0
2    0.0
Name: Alistipes onderdonkii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii], dtype: float64",0.0,0.6582558595232769,0.9019,"228    0.0000
229    0.0000
230    0.0000
231    0.0000
232    0.0000
        ...  
496    0.0000
497    0.1444
498    0.0000
499    0.0000
500    0.0000
Name: Alistipes onderdonkii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii], Length: 273, dtype: float64",0.05,0.4775453245518936,0.947,"501     0.0341
502     0.0000
503     0.0000
504     0.0639
505     0.0000
         ...  
1305    0.0000
1306    0.0000
1307    0.0000
1308    0.0000
1309    0.0000
Name: Alistipes onderdonkii [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_onderdonkii], Length: 809, dtype: float64",0.0404,0.28615531111816755,0.9383
Alistipes,Alistipes putredinis [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis],"3      8.9855
4      0.0000
5      5.4461
6      0.2385
7      0.0000
        ...  
223    8.0622
224    6.6707
225    3.6835
226    0.0000
227    0.0077
Name: Alistipes putredinis [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis], Length: 225, dtype: float64",4.2639,"0     0.1771
1     3.9713
2    14.7685
Name: Alistipes putredinis [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis], dtype: float64",6.3056,0.4950335372171805,1.3879,"228     0.0631
229     3.6921
230     0.0000
231     0.4974
232    10.7022
        ...   
496     9.8127
497     5.1950
498     0.9340
499     0.0503
500     1.8402
Name: Alistipes putredinis [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis], Length: 273, dtype: float64",3.6016,0.20690404198644902,0.8742,"501     6.9725
502     5.1391
503     0.0000
504     0.0434
505     2.8914
         ...  
1305    0.0676
1306    3.5269
1307    0.0099
1308    0.9775
1309    0.0000
Name: Alistipes putredinis [EUPATH_0009357_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis], Length: 809, dtype: float64",3.0856,0.0002485546280207681,0.7762
